hex_string,utf8_string,emoji_desc
1F9DD 1F3FD 200D 2640 FE0F,\u00f0\u009f\u00a7\u009d\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman elf: medium skin tone
1F9DD 1F3FD 200D 2640,\u00f0\u009f\u00a7\u009d\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0080,woman elf: medium skin tone
1F9DD 1F3FE 200D 2640 FE0F,\u00f0\u009f\u00a7\u009d\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman elf: medium-dark skin tone
1F9DD 1F3FE 200D 2640,\u00f0\u009f\u00a7\u009d\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0080,woman elf: medium-dark skin tone
1F9DD 1F3FF 200D 2640 FE0F,\u00f0\u009f\u00a7\u009d\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman elf: dark skin tone
1F9DD 1F3FF 200D 2640,\u00f0\u009f\u00a7\u009d\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0080,woman elf: dark skin tone
1F9DE,\u00f0\u009f\u00a7\u009e,genie
1F9DE 200D 2642 FE0F,\u00f0\u009f\u00a7\u009e\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man genie
1F9DE 200D 2642,\u00f0\u009f\u00a7\u009e\u00e2\u0080\u008d\u00e2\u0099\u0082,man genie
1F9DE 200D 2640 FE0F,\u00f0\u009f\u00a7\u009e\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman genie
1F9DE 200D 2640,\u00f0\u009f\u00a7\u009e\u00e2\u0080\u008d\u00e2\u0099\u0080,woman genie
1F9DF,\u00f0\u009f\u00a7\u009f,zombie
1F9DF 200D 2642 FE0F,\u00f0\u009f\u00a7\u009f\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man zombie
1F9DF 200D 2642,\u00f0\u009f\u00a7\u009f\u00e2\u0080\u008d\u00e2\u0099\u0082,man zombie
1F9DF 200D 2640 FE0F,\u00f0\u009f\u00a7\u009f\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman zombie
1F9DF 200D 2640,\u00f0\u009f\u00a7\u009f\u00e2\u0080\u008d\u00e2\u0099\u0080,woman zombie
1F486,\u00f0\u009f\u0092\u0086,person getting massage
1F486 1F3FB,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bb,person getting massage: light skin tone
1F486 1F3FC,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bc,person getting massage: medium-light skin tone
1F486 1F3FD,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bd,person getting massage: medium skin tone
1F486 1F3FE,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00be,person getting massage: medium-dark skin tone
1F486 1F3FF,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bf,person getting massage: dark skin tone
1F486 200D 2642 FE0F,\u00f0\u009f\u0092\u0086\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting massage
1F486 200D 2642,\u00f0\u009f\u0092\u0086\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting massage
1F486 1F3FB 200D 2642 FE0F,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting massage: light skin tone
1F486 1F3FB 200D 2642,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting massage: light skin tone
1F486 1F3FC 200D 2642 FE0F,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting massage: medium-light skin tone
1F486 1F3FC 200D 2642,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting massage: medium-light skin tone
1F486 1F3FD 200D 2642 FE0F,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting massage: medium skin tone
1F486 1F3FD 200D 2642,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting massage: medium skin tone
1F486 1F3FE 200D 2642 FE0F,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting massage: medium-dark skin tone
1F486 1F3FE 200D 2642,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting massage: medium-dark skin tone
1F486 1F3FF 200D 2642 FE0F,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting massage: dark skin tone
1F486 1F3FF 200D 2642,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting massage: dark skin tone
1F486 200D 2640 FE0F,\u00f0\u009f\u0092\u0086\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting massage
1F486 200D 2640,\u00f0\u009f\u0092\u0086\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting massage
1F486 1F3FB 200D 2640 FE0F,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting massage: light skin tone
1F486 1F3FB 200D 2640,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting massage: light skin tone
1F486 1F3FC 200D 2640 FE0F,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting massage: medium-light skin tone
1F486 1F3FC 200D 2640,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting massage: medium-light skin tone
1F486 1F3FD 200D 2640 FE0F,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting massage: medium skin tone
1F486 1F3FD 200D 2640,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting massage: medium skin tone
1F486 1F3FE 200D 2640 FE0F,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting massage: medium-dark skin tone
1F486 1F3FE 200D 2640,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting massage: medium-dark skin tone
1F486 1F3FF 200D 2640 FE0F,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting massage: dark skin tone
1F486 1F3FF 200D 2640,\u00f0\u009f\u0092\u0086\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting massage: dark skin tone
1F487,\u00f0\u009f\u0092\u0087,person getting haircut
1F487 1F3FB,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bb,person getting haircut: light skin tone
1F487 1F3FC,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bc,person getting haircut: medium-light skin tone
1F487 1F3FD,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bd,person getting haircut: medium skin tone
1F487 1F3FE,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00be,person getting haircut: medium-dark skin tone
1F487 1F3FF,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bf,person getting haircut: dark skin tone
1F487 200D 2642 FE0F,\u00f0\u009f\u0092\u0087\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting haircut
1F487 200D 2642,\u00f0\u009f\u0092\u0087\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting haircut
1F487 1F3FB 200D 2642 FE0F,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting haircut: light skin tone
1F487 1F3FB 200D 2642,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting haircut: light skin tone
1F487 1F3FC 200D 2642 FE0F,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting haircut: medium-light skin tone
1F487 1F3FC 200D 2642,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting haircut: medium-light skin tone
1F487 1F3FD 200D 2642 FE0F,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting haircut: medium skin tone
1F487 1F3FD 200D 2642,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting haircut: medium skin tone
1F487 1F3FE 200D 2642 FE0F,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting haircut: medium-dark skin tone
1F487 1F3FE 200D 2642,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting haircut: medium-dark skin tone
1F487 1F3FF 200D 2642 FE0F,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man getting haircut: dark skin tone
1F487 1F3FF 200D 2642,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0082,man getting haircut: dark skin tone
1F487 200D 2640 FE0F,\u00f0\u009f\u0092\u0087\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting haircut
1F487 200D 2640,\u00f0\u009f\u0092\u0087\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting haircut
1F487 1F3FB 200D 2640 FE0F,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting haircut: light skin tone
1F487 1F3FB 200D 2640,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting haircut: light skin tone
1F487 1F3FC 200D 2640 FE0F,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting haircut: medium-light skin tone
1F487 1F3FC 200D 2640,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting haircut: medium-light skin tone
1F487 1F3FD 200D 2640 FE0F,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting haircut: medium skin tone
1F487 1F3FD 200D 2640,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting haircut: medium skin tone
1F487 1F3FE 200D 2640 FE0F,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting haircut: medium-dark skin tone
1F487 1F3FE 200D 2640,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting haircut: medium-dark skin tone
1F487 1F3FF 200D 2640 FE0F,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman getting haircut: dark skin tone
1F487 1F3FF 200D 2640,\u00f0\u009f\u0092\u0087\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0080,woman getting haircut: dark skin tone
1F6B6,\u00f0\u009f\u009a\u00b6,person walking
1F6B6 1F3FB,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bb,person walking: light skin tone
1F6B6 1F3FC,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bc,person walking: medium-light skin tone
1F6B6 1F3FD,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bd,person walking: medium skin tone
1F6B6 1F3FE,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00be,person walking: medium-dark skin tone
1F6B6 1F3FF,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bf,person walking: dark skin tone
1F6B6 200D 2642 FE0F,\u00f0\u009f\u009a\u00b6\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man walking
1F6B6 200D 2642,\u00f0\u009f\u009a\u00b6\u00e2\u0080\u008d\u00e2\u0099\u0082,man walking
1F6B6 1F3FB 200D 2642 FE0F,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man walking: light skin tone
1F6B6 1F3FB 200D 2642,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0082,man walking: light skin tone
1F6B6 1F3FC 200D 2642 FE0F,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man walking: medium-light skin tone
1F6B6 1F3FC 200D 2642,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0082,man walking: medium-light skin tone
1F6B6 1F3FD 200D 2642 FE0F,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man walking: medium skin tone
1F6B6 1F3FD 200D 2642,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0082,man walking: medium skin tone
1F6B6 1F3FE 200D 2642 FE0F,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man walking: medium-dark skin tone
1F6B6 1F3FE 200D 2642,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0082,man walking: medium-dark skin tone
1F6B6 1F3FF 200D 2642 FE0F,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man walking: dark skin tone
1F6B6 1F3FF 200D 2642,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0082,man walking: dark skin tone
1F6B6 200D 2640 FE0F,\u00f0\u009f\u009a\u00b6\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman walking
1F6B6 200D 2640,\u00f0\u009f\u009a\u00b6\u00e2\u0080\u008d\u00e2\u0099\u0080,woman walking
1F6B6 1F3FB 200D 2640 FE0F,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman walking: light skin tone
1F6B6 1F3FB 200D 2640,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0080,woman walking: light skin tone
1F6B6 1F3FC 200D 2640 FE0F,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman walking: medium-light skin tone
1F6B6 1F3FC 200D 2640,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0080,woman walking: medium-light skin tone
1F6B6 1F3FD 200D 2640 FE0F,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman walking: medium skin tone
1F6B6 1F3FD 200D 2640,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0080,woman walking: medium skin tone
1F6B6 1F3FE 200D 2640 FE0F,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman walking: medium-dark skin tone
1F6B6 1F3FE 200D 2640,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0080,woman walking: medium-dark skin tone
1F6B6 1F3FF 200D 2640 FE0F,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman walking: dark skin tone
1F6B6 1F3FF 200D 2640,\u00f0\u009f\u009a\u00b6\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0080,woman walking: dark skin tone
1F9CD,\u00f0\u009f\u00a7\u008d,person standing
1F9CD 1F3FB,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bb,person standing: light skin tone
1F9CD 1F3FC,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bc,person standing: medium-light skin tone
1F9CD 1F3FD,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bd,person standing: medium skin tone
1F9CD 1F3FE,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00be,person standing: medium-dark skin tone
1F9CD 1F3FF,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bf,person standing: dark skin tone
1F9CD 200D 2642 FE0F,\u00f0\u009f\u00a7\u008d\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man standing
1F9CD 200D 2642,\u00f0\u009f\u00a7\u008d\u00e2\u0080\u008d\u00e2\u0099\u0082,man standing
1F9CD 1F3FB 200D 2642 FE0F,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man standing: light skin tone
1F9CD 1F3FB 200D 2642,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0082,man standing: light skin tone
1F9CD 1F3FC 200D 2642 FE0F,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man standing: medium-light skin tone
1F9CD 1F3FC 200D 2642,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0082,man standing: medium-light skin tone
1F9CD 1F3FD 200D 2642 FE0F,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man standing: medium skin tone
1F9CD 1F3FD 200D 2642,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0082,man standing: medium skin tone
1F9CD 1F3FE 200D 2642 FE0F,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man standing: medium-dark skin tone
1F9CD 1F3FE 200D 2642,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0082,man standing: medium-dark skin tone
1F9CD 1F3FF 200D 2642 FE0F,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man standing: dark skin tone
1F9CD 1F3FF 200D 2642,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0082,man standing: dark skin tone
1F9CD 200D 2640 FE0F,\u00f0\u009f\u00a7\u008d\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman standing
1F9CD 200D 2640,\u00f0\u009f\u00a7\u008d\u00e2\u0080\u008d\u00e2\u0099\u0080,woman standing
1F9CD 1F3FB 200D 2640 FE0F,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman standing: light skin tone
1F9CD 1F3FB 200D 2640,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0080,woman standing: light skin tone
1F9CD 1F3FC 200D 2640 FE0F,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman standing: medium-light skin tone
1F9CD 1F3FC 200D 2640,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0080,woman standing: medium-light skin tone
1F9CD 1F3FD 200D 2640 FE0F,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman standing: medium skin tone
1F9CD 1F3FD 200D 2640,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0080,woman standing: medium skin tone
1F9CD 1F3FE 200D 2640 FE0F,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman standing: medium-dark skin tone
1F9CD 1F3FE 200D 2640,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0080,woman standing: medium-dark skin tone
1F9CD 1F3FF 200D 2640 FE0F,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman standing: dark skin tone
1F9CD 1F3FF 200D 2640,\u00f0\u009f\u00a7\u008d\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0080,woman standing: dark skin tone
1F9CE,\u00f0\u009f\u00a7\u008e,person kneeling
1F9CE 1F3FB,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bb,person kneeling: light skin tone
1F9CE 1F3FC,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bc,person kneeling: medium-light skin tone
1F9CE 1F3FD,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bd,person kneeling: medium skin tone
1F9CE 1F3FE,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00be,person kneeling: medium-dark skin tone
1F9CE 1F3FF,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bf,person kneeling: dark skin tone
1F9CE 200D 2642 FE0F,\u00f0\u009f\u00a7\u008e\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man kneeling
1F9CE 200D 2642,\u00f0\u009f\u00a7\u008e\u00e2\u0080\u008d\u00e2\u0099\u0082,man kneeling
1F9CE 1F3FB 200D 2642 FE0F,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man kneeling: light skin tone
1F9CE 1F3FB 200D 2642,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0082,man kneeling: light skin tone
1F9CE 1F3FC 200D 2642 FE0F,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man kneeling: medium-light skin tone
1F9CE 1F3FC 200D 2642,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0082,man kneeling: medium-light skin tone
1F9CE 1F3FD 200D 2642 FE0F,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man kneeling: medium skin tone
1F9CE 1F3FD 200D 2642,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bd\u00e2\u0080\u008d\u00e2\u0099\u0082,man kneeling: medium skin tone
1F9CE 1F3FE 200D 2642 FE0F,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man kneeling: medium-dark skin tone
1F9CE 1F3FE 200D 2642,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00be\u00e2\u0080\u008d\u00e2\u0099\u0082,man kneeling: medium-dark skin tone
1F9CE 1F3FF 200D 2642 FE0F,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0082\u00ef\u00b8\u008f,man kneeling: dark skin tone
1F9CE 1F3FF 200D 2642,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bf\u00e2\u0080\u008d\u00e2\u0099\u0082,man kneeling: dark skin tone
1F9CE 200D 2640 FE0F,\u00f0\u009f\u00a7\u008e\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman kneeling
1F9CE 200D 2640,\u00f0\u009f\u00a7\u008e\u00e2\u0080\u008d\u00e2\u0099\u0080,woman kneeling
1F9CE 1F3FB 200D 2640 FE0F,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman kneeling: light skin tone
1F9CE 1F3FB 200D 2640,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bb\u00e2\u0080\u008d\u00e2\u0099\u0080,woman kneeling: light skin tone
1F9CE 1F3FC 200D 2640 FE0F,\u00f0\u009f\u00a7\u008e\u00f0\u009f\u008f\u00bc\u00e2\u0080\u008d\u00e2\u0099\u0080\u00ef\u00b8\u008f,woman kneeling: medium-light skin tone
